tract_id,scenario,supply
6037101110,2pc50,0.027636381288438303
6037101122,2pc50,0.027636381288438303
6037101220,2pc50,0.027636381288438303
6037101221,2pc50,0.027636381288438303
6037101222,2pc50,0.027636381288438303
6037101300,2pc50,0.027636381288438303
6037101400,2pc50,0.027636381288438303
6037102103,2pc50,0.0227501319481792
6037102104,2pc50,0.0227501319481792
6037102105,2pc50,0.02372738181623102
6037102107,2pc50,0.027636381288438303
6037103101,2pc50,0.027636381288438303
6037103102,2pc50,0.027636381288438303
6037103201,2pc50,0.027636381288438303
6037103202,2pc50,0.027636381288438303
6037103300,2pc50,0.027636381288438303
6037103401,2pc50,0.027636381288438303
6037103402,2pc50,0.027636381288438303
6037104103,2pc50,0.02372738181623102
6037104105,2pc50,0.02372738181623102
6037104108,2pc50,0.02372738181623102
6037104201,2pc50,0.0227501319481792
6037104203,2pc50,0.02372738181623102
6037104204,2pc50,0.02372738181623102
6037104310,2pc50,0.02372738181623102
6037104321,2pc50,0.02372738181623102
6037104322,2pc50,0.02372738181623102
6037104401,2pc50,0.02372738181623102
6037104403,2pc50,0.02372738181623102
6037104404,2pc50,0.02372738181623102
6037104500,2pc50,0.02372738181623102
6037104610,2pc50,0.02372738181623102
6037104620,2pc50,0.02372738181623102
6037104701,2pc50,0.02372738181623102
6037104703,2pc50,0.02372738181623102
6037104704,2pc50,0.02372738181623102
6037104821,2pc50,0.02372738181623102
6037104822,2pc50,0.02372738181623102
6037104823,2pc50,0.02372738181623102
6037104824,2pc50,0.02372738181623102
6037106010,2pc50,0.0227501319481792
6037106020,2pc50,0.0227501319481792
6037106111,2pc50,0.0227501319481792
6037106112,2pc50,0.0227501319481792
6037106113,2pc50,0.0227501319481792
6037106114,2pc50,0.0227501319481792
6037106403,2pc50,0.0227501319481792
6037106405,2pc50,0.0227501319481792
6037106406,2pc50,0.0227501319481792
6037106407,2pc50,0.0227501319481792
6037106408,2pc50,0.0227501319481792
6037106510,2pc50,0.02331951246352098
6037106520,2pc50,0.0227501319481792
6037106603,2pc50,0.024704631684282843
6037106604,2pc50,0.022998572057032624
6037106641,2pc50,0.024704631684282843
6037106642,2pc50,0.024704631684282843
6037106643,2pc50,0.024704631684282843
6037106645,2pc50,0.024704631684282843
6037106646,2pc50,0.0227501319481792
6037106648,2pc50,0.0227501319481792
6037106649,2pc50,0.02372738181623102
6037107010,2pc50,0.0227501319481792
6037107020,2pc50,0.0227501319481792
6037108101,2pc50,0.02372738181623102
6037108102,2pc50,0.02372738181623102
6037108103,2pc50,0.02372738181623102
6037108104,2pc50,0.02372738181623102
6037108202,2pc50,0.02372738181623102
6037108203,2pc50,0.02372738181623102
6037108204,2pc50,0.02372738181623102
6037109100,2pc50,0.02372738181623102
6037109200,2pc50,0.0227501319481792
6037109300,2pc50,0.0227501319481792
6037109400,2pc50,0.02372738181623102
6037109601,2pc50,0.02372738181623102
6037109603,2pc50,0.02372738181623102
6037109604,2pc50,0.02372738181623102
6037109700,2pc50,0.0227501319481792
6037109800,2pc50,0.0227501319481792
6037111100,2pc50,0.0227501319481792
6037111201,2pc50,0.0227501319481792
6037111202,2pc50,0.0227501319481792
6037111204,2pc50,0.02372738181623102
6037111205,2pc50,0.02372738181623102
6037111206,2pc50,0.02372738181623102
6037111302,2pc50,0.0227501319481792
6037111303,2pc50,0.0227501319481792
6037111304,2pc50,0.02372738181623102
6037111401,2pc50,0.0227501319481792
6037111402,2pc50,0.0227501319481792
6037113101,2pc50,0.02372738181623102
6037113102,2pc50,0.02372738181623102
6037113211,2pc50,0.02372738181623102
6037113212,2pc50,0.02372738181623102
6037113213,2pc50,0.02372738181623102
6037113231,2pc50,0.024704631684282843
6037113232,2pc50,0.024704631684282843
6037113234,2pc50,0.024704631684282843
6037113237,2pc50,0.024704631684282843
6037113238,2pc50,0.024704631684282843
6037113239,2pc50,0.024704631684282843
6037113301,2pc50,0.023727381816231023
6037113303,2pc50,0.023727381816231023
6037113322,2pc50,0.02372738181623102
6037113323,2pc50,0.02372738181623102
6037113324,2pc50,0.02372738181623102
6037113423,2pc50,0.023727381816231023
6037113424,2pc50,0.023727381816231023
6037113425,2pc50,0.024704631684282843
6037113426,2pc50,0.023727381816231023
6037113427,2pc50,0.024704631684282843
6037113428,2pc50,0.024704631684282843
6037115101,2pc50,0.0227501319481792
6037115103,2pc50,0.023727381816231023
6037115104,2pc50,0.023727381816231023
6037115202,2pc50,0.023727381816231023
6037115203,2pc50,0.023727381816231023
6037115204,2pc50,0.023727381816231023
6037115301,2pc50,0.023727381816231023
6037115302,2pc50,0.023727381816231023
6037115401,2pc50,0.023727381816231023
6037115403,2pc50,0.023727381816231023
6037115404,2pc50,0.023727381816231023
6037117101,2pc50,0.0227501319481792
6037117102,2pc50,0.02372738181623102
6037117201,2pc50,0.0227501319481792
6037117202,2pc50,0.0227501319481792
6037117301,2pc50,0.0227501319481792
6037117302,2pc50,0.0227501319481792
6037117303,2pc50,0.0227501319481792
6037117404,2pc50,0.0227501319481792
6037117405,2pc50,0.0227501319481792
6037117407,2pc50,0.0227501319481792
6037117408,2pc50,0.024704631684282843
6037117510,2pc50,0.0227501319481792
6037117520,2pc50,0.0227501319481792
6037117530,2pc50,0.024704631684282843
6037119001,2pc50,0.02372738181623102
6037119003,2pc50,0.02372738181623102
6037119004,2pc50,0.02372738181623102
6037119201,2pc50,0.02372738181623102
6037119202,2pc50,0.02372738181623102
6037119310,2pc50,0.02372738181623102
6037119320,2pc50,0.02372738181623102
6037119340,2pc50,0.02372738181623102
6037119341,2pc50,0.02372738181623102
6037119342,2pc50,0.02372738181623102
6037119400,2pc50,0.02372738181623102
6037119700,2pc50,0.0227501319481792
6037119801,2pc50,0.02372738181623102
6037119802,2pc50,0.02372738181623102
6037119900,2pc50,0.02372738181623102
6037120010,2pc50,0.024704631684282843
6037120020,2pc50,0.024704631684282843
6037120030,2pc50,0.024704631684282843
6037120103,2pc50,0.02372738181623102
6037120104,2pc50,0.024704631684282843
6037120105,2pc50,0.02372738181623102
6037120106,2pc50,0.024704631684282843
6037120107,2pc50,0.024704631684282843
6037120108,2pc50,0.0227501319481792
6037120300,2pc50,0.0227501319481792
6037120400,2pc50,0.0227501319481792
6037121010,2pc50,0.0227501319481792
6037121020,2pc50,0.0227501319481792
6037121101,2pc50,0.0227501319481792
6037121102,2pc50,0.02372738181623102
6037121210,2pc50,0.02372738181623102
6037121221,2pc50,0.0227501319481792
6037121222,2pc50,0.02372738181623102
6037121600,2pc50,0.0227501319481792
6037121801,2pc50,0.0227501319481792
6037121802,2pc50,0.0227501319481792
6037121900,2pc50,0.0227501319481792
6037122000,2pc50,0.0227501319481792
6037122120,2pc50,0.0227501319481792
6037122121,2pc50,0.0227501319481792
6037122122,2pc50,0.0227501319481792
6037122200,2pc50,0.0227501319481792
6037122410,2pc50,0.02372738181623102
6037122420,2pc50,0.02372738181623102
6037123010,2pc50,0.02372738181623102
6037123020,2pc50,0.02372738181623102
6037123103,2pc50,0.02372738181623102
6037123104,2pc50,0.0227501319481792
6037123203,2pc50,0.02372738181623102
6037123204,2pc50,0.02372738181623102
6037123205,2pc50,0.02372738181623102
6037123206,2pc50,0.02372738181623102
6037123301,2pc50,0.02372738181623102
6037123303,2pc50,0.02372738181623102
6037123304,2pc50,0.02372738181623102
6037123410,2pc50,0.024704631684282843
6037123420,2pc50,0.024704631684282843
6037123510,2pc50,0.0227501319481792
6037123520,2pc50,0.024704631684282843
6037123601,2pc50,0.024704631684282843
6037123602,2pc50,0.024704631684282843
6037123700,2pc50,0.024704631684282843
6037123800,2pc50,0.024704631684282843
6037123901,2pc50,0.02372738181623102
6037123902,2pc50,0.02372738181623102
6037124000,2pc50,0.024704631684282843
6037124102,2pc50,0.02372738181623102
6037124103,2pc50,0.02372738181623102
6037124104,2pc50,0.02372738181623102
6037124105,2pc50,0.02372738181623102
6037124201,2pc50,0.02372738181623102
6037124203,2pc50,0.0227501319481792
6037124204,2pc50,0.0227501319481792
6037124300,2pc50,0.0227501319481792
6037124400,2pc50,0.024704631684282843
6037124500,2pc50,0.024704631684282843
6037124600,2pc50,0.024704631684282843
6037124700,2pc50,0.024704631684282843
6037124902,2pc50,0.024704631684282843
6037124903,2pc50,0.024704631684282843
6037125101,2pc50,0.02372738181623102
6037125102,2pc50,0.024704631684282843
6037125200,2pc50,0.0227501319481792
6037125310,2pc50,0.0227501319481792
6037125321,2pc50,0.0227501319481792
6037125322,2pc50,0.0227501319481792
6037125402,2pc50,0.0227501319481792
6037125403,2pc50,0.0227501319481792
